"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Juan Lagares","LAA","112","327","6","39","38","1","3.7%","23.2%",".136",".294",".236",".266",".372",".274",".281","71","-0.9","-12.5","-1.1","-0.2","5384"
"Kelvin Gutierrez","- - -","85","295","3","23","20","0","6.4%","25.8%",".085",".311",".232",".292",".316",".270","","67","-2.2","-14.1","1.5","-0.2","17468"
"Andrew Stevenson","WSN","109","213","5","22","23","1","6.1%","28.6%",".109",".307",".229",".294",".339",".276",".295","69","0.7","-7.7","-1.9","-0.3","17932"
"Henry Ramos","ARI","18","55","1","5","8","0","7.3%","21.8%",".100",".237",".200",".255",".300",".244","","48","0.2","-3.5","-0.8","-0.3","11481"
"Leody Taveras","TEX","49","185","3","14","9","10","4.9%","32.4%",".109",".225",".161",".207",".270",".209",".252","29","2.4","-13.8","5.0","-0.3","18900"
"Jon Gray","COL","31","50","0","2","3","0","0.0%","64.0%",".000",".333",".106",".106",".106",".094","","-61","0.0","-10.3","6.0","-0.3","14916"
"Colin Moran","PIT","99","359","10","29","50","1","10.0%","24.2%",".132",".321",".258",".334",".390",".318","","98","-5.3","-6.1","-8.5","-0.3","16909"
"Steven Souza Jr.","LAD","17","36","1","2","3","0","5.6%","38.9%",".182",".222",".152",".222",".333",".241","","50","-0.5","-2.8","-1.0","-0.3","5667"
"Sandy Alcantara","MIA","33","64","0","0","0","0","4.7%","70.3%",".017",".154",".034",".097",".052",".079",".085","-53","0.0","-12.5","7.7","-0.3","18684"
"Drew Smyly","ATL","32","43","0","0","0","0","0.0%","44.2%",".000",".136",".073",".073",".073",".064",".087","-69","0.0","-9.3","5.2","-0.3","11760"
"Brian Goodwin","CHW","72","271","8","33","29","1","12.2%","21.4%",".153",".259",".221",".319",".374",".306",".327","94","0.2","-1.9","-10.0","-0.3","12858"
"Mark Payton","CIN","24","24","0","2","0","0","8.3%","29.2%",".000",".267",".182",".250",".182",".204",".269","19","-0.6","-3.1","-0.4","-0.3","16042"
"Jared Oliva","PIT","20","43","0","4","2","2","7.0%","23.3%",".050",".233",".175",".233",".225",".197",".214","20","0.8","-3.6","-0.5","-0.3","19968"
"Renato Nunez","DET","14","55","4","7","7","0","1.8%","29.1%",".283",".182",".189",".218",".472",".287","","80","-0.5","-1.9","-2.7","-0.3","14503"
"Josh Reddick","ARI","54","158","2","15","21","0","3.8%","19.6%",".113",".311",".258",".285",".371",".283",".285","73","-0.6","-6.1","-1.9","-0.3","3892"
"Jake Hager","- - -","14","30","0","2","2","0","13.3%","46.7%",".000",".250",".115",".233",".115",".180",".233","8","0.1","-3.4","-0.3","-0.3","12198"
"Jose Godoy","SEA","16","40","0","2","3","0","7.5%","35.0%",".027",".261",".162",".225",".189",".193","","21","-0.4","-4.3","0.1","-0.3","15808"
"Zach Eflin","PHI","18","37","0","1","1","0","2.7%","40.5%",".000",".000",".000",".065",".000",".046",".102","-81","0.0","-8.5","4.5","-0.3","13774"
"Tyler Mahle","CIN","33","66","0","1","1","0","6.1%","28.8%",".000",".083",".055",".119",".055",".092",".198","-54","0.0","-13.0","8.0","-0.3","16358"
"Mike Freeman","CIN","37","65","0","6","3","1","7.7%","30.8%",".000",".282",".186",".262",".186",".206",".233","20","0.5","-6.1","1.1","-0.3","11241"
"Alec Mills","CHC","33","36","0","1","0","0","0.0%","72.2%",".031",".167",".031",".031",".063",".039","","-85","0.0","-8.5","4.4","-0.3","13834"
"Jorge Soler","- - -","149","602","27","74","70","0","11.1%","23.6%",".209",".250",".223",".316",".432",".323",".354","100","-6.8","-6.0","-17.2","-0.3","14221"
"Matt Carpenter","STL","130","249","3","18","21","2","14.1%","30.9%",".106",".250",".169",".305",".275",".269",".342","70","0.4","-9.2","-2.1","-0.3","8090"
"Adam Haseley","PHI","9","21","0","2","0","0","0.0%","19.0%",".048",".235",".190",".190",".238",".185","","10","0.3","-2.1","-1.6","-0.3","19878"
"Jose Rojas","LAA","61","184","6","26","15","2","8.2%","27.2%",".190",".259",".208",".277",".399",".292","","83","-1.0","-4.9","-4.4","-0.3","19331"
"Chad Wallach","MIA","23","66","0","2","6","0","4.5%","48.5%",".067",".400",".200",".242",".267",".224","","41","-1.0","-6.0","0.8","-0.3","17161"
"Mickey Moniak","PHI","21","37","1","3","3","0","8.1%","43.2%",".091",".125",".091",".167",".182",".147","","-15","0.9","-4.5","0.3","-0.3","19956"
"Marcell Ozuna","ATL","48","208","7","21","26","0","9.1%","22.1%",".144",".244",".213",".288",".356",".284",".345","73","-1.3","-8.3","-1.6","-0.3","10324"
"Hernan Perez","WSN","10","21","0","1","0","0","9.5%","47.6%",".000",".111",".053",".143",".053",".108",".178","-41","0.1","-3.7","-0.2","-0.3","5751"
"Luke Raley","LAD","33","72","2","5","4","0","2.8%","34.7%",".106",".256",".182",".250",".288",".236",".298","47","0.1","-4.8","-0.8","-0.3","19354"
"Zach McKinstry","LAD","60","172","7","19","29","1","5.8%","29.1%",".190",".262",".215",".263",".405",".282","","77","-0.5","-5.5","-3.5","-0.3","19392"
"Nick Heath","ARI","20","39","0","3","1","0","10.3%","38.5%",".029",".250",".143",".231",".171",".180",".209","6","-0.8","-5.4","0.7","-0.3","19577"
"Cameron Maybin","NYM","9","33","0","2","0","1","9.1%","36.4%",".000",".063",".036",".182",".036",".133",".188","-16","0.4","-4.5","0.0","-0.3","5223"
"P.J. Higgins","CHC","9","25","0","1","0","0","8.0%","32.0%",".000",".067",".043",".120",".043",".090",".164","-51","-0.2","-5.0","0.8","-0.3","18433"
"Wyatt Mathisen","ARI","23","51","1","3","8","0","9.8%","41.2%",".071",".190",".119",".255",".190",".219",".270","31","0.6","-3.9","-1.2","-0.3","14555"
"Khris Davis","- - -","42","114","3","11","10","0","8.8%","27.2%",".157",".257",".206",".272",".363",".274",".311","74","-0.5","-4.1","-3.2","-0.3","9112"
"Rowdy Tellez","- - -","106","325","11","34","36","0","7.1%","20.0%",".172",".275",".242",".305",".414",".306",".338","89","-0.3","-4.8","-9.6","-0.3","15679"
"Scott Schebler","LAA","14","34","0","3","0","0","0.0%","50.0%",".088",".294",".147",".147",".235",".161","","-5","0.7","-3.7","-1.0","-0.4","12225"
"Nomar Mazara","DET","50","181","3","12","19","0","8.3%","24.9%",".109",".271",".212",".276",".321",".264","","64","0.1","-7.9","-1.8","-0.4","14553"
"Brent Rooker","MIN","58","213","9","25","16","0","7.0%","32.9%",".196",".264",".201",".291",".397",".301",".340","89","1.0","-1.8","-8.9","-0.4","19627"
"Kyle Freeland","COL","25","40","0","3","4","0","5.0%","42.5%",".030",".353",".182",".222",".212",".195","","5","0.0","-4.9","0.0","-0.4","16256"
"Alan Trejo","COL","28","50","1","7","3","0","6.0%","30.0%",".109",".290",".217",".260",".326",".245",".257","38","-0.6","-4.6","-0.6","-0.4","20056"
"Daniel Robertson","MIL","50","90","2","10","4","0","13.3%","31.1%",".110",".227",".164",".303",".274",".265","","62","0.0","-4.3","-2.2","-0.4","14145"
"Todd Frazier","PIT","13","40","0","3","4","0","7.5%","15.0%",".029",".103",".086",".200",".114",".163",".261","-2","0.4","-4.8","-0.1","-0.4","785"
"Donovan Walton","SEA","24","69","2","6","7","1","5.8%","21.7%",".159",".239",".206",".254",".365",".267",".269","71","0.3","-2.2","-3.8","-0.4","19314"
"Carlos Santana","KCR","158","659","19","66","69","2","13.1%","15.5%",".127",".227",".214",".319",".342",".294",".334","83","-0.8","-14.6","-11.4","-0.4","2396"
"Orlando Arcia","- - -","36","89","2","9","14","1","7.9%","21.3%",".111",".230",".198",".258",".309",".245","","48","-0.3","-6.1","-0.6","-0.4","13185"
"Colton Welker","COL","19","40","0","7","2","0","7.5%","27.5%",".027",".269",".189",".250",".216",".215",".298","18","-0.6","-4.8","-0.3","-0.4","19961"
"Jay Bruce","NYY","10","39","1","3","3","0","12.8%","33.3%",".118",".150",".118",".231",".235",".217","","34","-0.8","-4.0","-1.1","-0.4","9892"
"Austin Romine","CHC","28","62","1","5","5","0","3.2%","35.5%",".083",".324",".217",".242",".300",".237","","44","-1.3","-5.8","-0.1","-0.4","5491"
"Wilson Ramos","- - -","44","163","8","15","20","0","5.5%","22.1%",".192",".213",".205",".248",".397",".275",".304","72","-1.3","-6.9","-2.5","-0.4","1433"
"Greg Deichmann","CHC","14","31","0","0","1","0","3.2%","45.2%",".000",".250",".133",".161",".133",".136","","-22","0.2","-4.6","-0.2","-0.4","19872"
"Kurt Suzuki","LAA","72","247","6","17","16","0","4.9%","17.8%",".119",".250",".224",".294",".342",".282","","76","-1.9","-9.2","-3.1","-0.4","8259"
"Cole Tucker","PIT","43","131","2","15","12","2","9.9%","25.2%",".120",".289",".222",".298",".342",".282",".280","75","-0.7","-4.9","-3.3","-0.4","17326"
"Jarren Duran","BOS","33","112","2","17","10","2","3.6%","35.7%",".121",".318",".215",".241",".336",".247",".246","49","0.6","-6.4","-1.3","-0.4","24617"
"Jose Marmolejos","SEA","41","122","4","11","12","0","12.3%","32.0%",".151",".203",".160",".262",".311",".256","","64","0.5","-4.9","-3.2","-0.4","15767"
"Matt Joyce","PHI","43","69","2","6","7","0","17.4%","23.2%",".127",".079",".091",".261",".218",".219",".276","32","-1.0","-7.0","0.7","-0.4","3353"
"Dustin Fowler","PIT","18","46","0","3","2","1","6.5%","43.5%",".024",".318",".171",".239",".195",".202","","24","0.0","-4.5","-1.0","-0.4","17098"
"Victor Robles","WSN","107","369","2","37","19","8","8.9%","23.0%",".092",".271",".203",".310",".295",".274",".288","67","-3.4","-18.7","2.4","-0.4","18363"
"Jarred Kelenic","SEA","93","377","14","41","43","6","9.5%","28.1%",".169",".216",".181",".265",".350",".270",".310","73","1.3","-11.0","-5.9","-0.4","22558"
"Jake Bauers","- - -","115","315","4","27","19","6","9.5%","24.8%",".067",".275",".209",".290",".277",".257",".296","63","0.4","-14.0","-0.9","-0.4","15194"
"Gerardo Parra","WSN","53","107","2","13","10","1","5.6%","28.0%",".113",".318",".237",".292",".351",".282","","73","-1.4","-5.1","-2.6","-0.4","8553"
"Jake Cave","MIN","76","178","3","14","13","1","5.6%","34.8%",".104",".283",".189",".249",".293",".241",".273","49","1.3","-9.9","-0.4","-0.4","14477"
"Erick Fedde","WSN","29","43","0","0","1","0","2.3%","32.6%",".000",".000",".000",".026",".000",".018",".096","-99","0.0","-10.9","5.2","-0.4","17425"
"Sam Haggerty","SEA","35","94","2","15","5","5","6.4%","29.8%",".105",".250",".186",".247",".291",".240",".285","53","0.0","-5.4","-2.0","-0.4","18054"
"Travis Shaw","- - -","84","250","9","20","39","0","9.6%","27.2%",".173",".243",".200",".286",".373",".289","","78","-0.6","-7.7","-4.9","-0.4","11982"
"Vidal Brujan","TBR","10","26","0","3","2","1","0.0%","30.8%",".000",".111",".077",".077",".077",".068",".172","-63","0.6","-4.6","-0.7","-0.4","20536"
"Marwin Gonzalez","- - -","91","307","5","30","28","3","6.5%","25.4%",".105",".258",".199",".275",".304",".259",".280","58","-2.0","-17.8","2.9","-0.4","5497"
"Alex Jackson","- - -","52","151","3","13","12","0","8.6%","48.3%",".099",".273",".137",".252",".237",".227","","41","-0.2","-11.6","2.0","-0.4","17276"
"Jonathan Davis","- - -","64","103","1","20","4","4","11.7%","25.2%",".046",".164",".126",".252",".172",".210",".284","25","0.3","-9.1","1.1","-0.5","15104"
"Andy Young","ARI","58","104","6","13","15","0","5.8%","43.3%",".275",".317",".209",".298",".484",".332","","105","-1.5","-0.8","-7.2","-0.5","19521"
"Edwin Rios","LAD","25","60","1","4","1","0","11.7%","30.0%",".059",".094",".078",".217",".137",".182",".256","12","-0.2","-7.0","0.3","-0.5","18316"
"Antonio Senzatela","COL","28","51","0","1","1","0","0.0%","37.3%",".000",".100",".051",".051",".051",".045",".074","-93","0.0","-12.5","6.2","-0.5","15488"
"Will Craig","PIT","18","65","1","5","3","0","7.7%","33.8%",".083",".324",".217",".277",".300",".251","","55","-0.2","-4.0","-2.9","-0.5","19267"
"Adam Eaton","- - -","84","288","6","38","30","3","7.6%","24.7%",".126",".253",".201",".282",".327",".271",".275","70","1.2","-9.5","-5.0","-0.5","11205"
"Vimael Machin","OAK","15","37","0","1","1","0","8.1%","27.0%",".000",".182",".125",".200",".125",".160","","-2","-0.5","-5.1","-0.8","-0.5","17684"
"Josh VanMeter","ARI","112","310","6","26","36","3","10.6%","26.8%",".142",".278",".212",".297",".354",".287","","75","-1.5","-11.2","-3.9","-0.5","15170"
"Kean Wong","LAA","32","66","0","3","6","0","3.0%","25.8%",".067",".233",".167",".194",".233",".187",".250","12","-0.2","-7.3","0.3","-0.5","15994"
"Mike Moustakas","CIN","62","206","6","21","22","0","8.7%","22.3%",".164",".239",".208",".282",".372",".284","","70","-0.4","-8.2","-3.4","-0.5","4892"
"Albert Almora Jr.","NYM","47","54","0","3","0","0","3.7%","31.5%",".058",".171",".115",".148",".173",".143",".161","-10","0.0","-7.5","0.9","-0.5","14109"
"Kevan Smith","- - -","33","106","0","8","3","0","9.4%","29.2%",".032",".250",".168",".248",".200",".196","","17","-0.1","-11.3","2.9","-0.5","12284"
"Rio Ruiz","- - -","62","141","3","11","10","2","8.5%","27.0%",".104",".209",".168",".243",".272",".231","","37","0.0","-11.0","1.1","-0.5","14103"
"Brock Holt","TEX","77","260","2","21","23","5","8.8%","18.8%",".089",".254",".209",".281",".298",".259",".278","62","-1.6","-13.6","-0.4","-0.5","9345"
"Sheldon Neuse","LAD","33","66","3","6","4","1","1.5%","39.4%",".154",".222",".169",".182",".323",".214",".249","33","-1.3","-7.0","-0.5","-0.5","19635"
"Stephen Piscotty","OAK","72","188","5","14","16","1","6.9%","25.5%",".133",".275",".220",".282",".353",".279","","78","-1.0","-6.0","-5.8","-0.5","13367"
"Matt Adams","COL","22","40","0","3","2","0","10.0%","22.5%",".028",".222",".167",".250",".194",".198","","7","-1.0","-5.8","-1.1","-0.6","9393"
"Jason Vosler","SFG","41","82","3","12","9","2","8.5%","25.6%",".178",".200",".178",".256",".356",".261",".293","64","-1.4","-5.2","-3.2","-0.6","16686"
"Shed Long Jr.","SEA","34","121","4","13","17","1","7.4%","32.2%",".162",".265",".198",".258",".360",".268","","72","-1.1","-5.2","-4.7","-0.6","16542"
"Willie Calhoun","TEX","75","284","6","26","25","0","7.4%","12.0%",".131",".267",".250",".310",".381",".301",".323","91","-4.0","-7.2","-8.3","-0.6","17838"
"Luis Campusano","SDP","11","38","0","0","1","0","10.5%","28.9%",".000",".130",".088",".184",".088",".142",".247","-13","-1.7","-7.2","0.1","-0.6","22217"
"Victor Caratini","SDP","116","356","7","33","39","2","9.8%","23.0%",".096",".281",".227",".309",".323",".273",".290","72","-4.9","-17.4","-0.3","-0.6","14968"
"Eric Sogard","CHC","78","180","1","16","12","3","5.0%","16.7%",".065",".293",".249",".283",".314",".259","","59","-1.9","-11.4","-0.6","-0.6","7927"
"Jurickson Profar","SDP","137","412","4","47","33","10","11.9%","15.8%",".093",".266",".227",".329",".320",".293",".302","85","-1.9","-9.6","-10.1","-0.6","10815"
"John Nogowski","- - -","52","143","1","14","14","0","8.4%","15.4%",".078",".271",".233",".301",".310",".273",".279","70","-1.8","-7.3","-3.5","-0.6","16852"
"Sandy Leon","MIA","84","220","4","15","14","0","5.5%","29.5%",".084",".244",".183",".237",".267",".225","","42","-1.6","-18.0","4.6","-0.6","5273"
"Joe Musgrove","SDP","40","57","0","2","1","0","1.8%","40.4%",".039",".241",".137",".151",".176",".143","","-12","0.0","-8.2","0.0","-0.6","12970"
"Skye Bolt","- - -","34","60","1","5","4","2","1.7%","25.0%",".070",".098",".088",".103",".158",".113",".204","-33","0.8","-9.0","0.6","-0.6","17723"
"Luis Garcia","WSN","70","247","6","29","22","0","4.5%","17.4%",".169",".273",".242",".275",".411",".291",".278","79","-0.5","-7.1","-7.4","-0.6","20391"
"Shogo Akiyama","CIN","88","183","0","16","12","2","7.7%","21.9%",".049",".268",".204",".282",".253",".243",".277","44","1.0","-12.0","-0.4","-0.6","27461"
"Chance Sisco","- - -","28","83","0","5","4","0","8.4%","25.3%",".041",".208",".149",".241",".189",".205","","24","-0.5","-8.2","-1.0","-0.6","15694"
"Erik Gonzalez","PIT","71","229","2","17","21","2","3.5%","17.5%",".068",".274",".232",".258",".300",".244",".274","50","-1.9","-16.4","2.2","-0.7","13369"
"Harold Castro","DET","106","339","3","35","37","1","4.1%","21.2%",".076",".351",".283",".310",".359",".291",".315","83","-0.5","-7.8","-10.4","-0.7","14691"
"Tim Locastro","- - -","64","156","2","15","7","5","4.5%","21.2%",".072",".219",".180",".263",".252",".237",".257","44","0.3","-10.8","-1.2","-0.7","15124"
"David Bote","CHC","97","327","8","32","35","0","8.3%","22.3%",".131",".235",".199",".276",".330",".268",".312","64","-3.1","-18.1","0.3","-0.7","14593"
"Drew Ellis","ARI","28","83","1","10","5","0","12.0%","32.5%",".072",".195",".130",".277",".203",".230","","39","-0.1","-6.5","-3.1","-0.7","19873"
"Zack Collins","CHW","78","231","4","25","26","1","14.7%","29.9%",".128",".303",".210",".330",".338",".300","","90","-1.1","-3.9","-10.8","-0.7","19181"
"Evan White","SEA","30","104","2","8","9","0","5.8%","29.8%",".093",".188",".144",".202",".237",".197",".240","24","0.5","-9.1","-1.4","-0.7","20078"
"Miguel Cabrera","DET","130","526","15","48","75","0","7.6%","22.4%",".129",".305",".256",".316",".386",".305","","92","-6.3","-11.4","-13.4","-0.7","1744"
"Maikel Franco","BAL","104","403","11","31","47","0","5.0%","16.6%",".146",".225",".210",".253",".355",".263",".269","62","-1.2","-20.1","-0.7","-0.7","12179"
"Max Scherzer","- - -","30","63","0","0","1","0","0.0%","44.4%",".000",".000",".000",".000",".000",".000",".075","-100","0.0","-16.7","7.6","-0.7","3137"
"Justin Williams","STL","51","137","4","10","11","0","12.4%","33.6%",".101",".217",".160",".270",".261",".229",".316","44","-0.6","-10.4","-1.2","-0.7","15490"
"Stevie Wilkerson","BAL","31","76","0","5","2","2","3.9%","39.5%",".042",".286",".167",".211",".208",".190","","13","0.6","-7.6","-2.1","-0.7","16041"
"Joshua Fuentes","COL","95","284","7","30","33","0","4.2%","22.9%",".125",".270",".225",".257",".351",".261","","48","2.2","-16.8","0.2","-0.7","16885"
"Cristian Pache","ATL","22","68","1","6","4","0","2.9%","36.8%",".095",".162",".111",".152",".206",".159",".192","-8","0.1","-9.3","-0.1","-0.7","19948"
"Drew Butera","LAA","12","36","0","1","5","0","0.0%","44.4%",".031",".176",".094",".091",".125",".091",".149","-53","0.3","-6.4","-1.9","-0.7","3411"
"Ka'ai Tom","- - -","48","133","2","10","12","1","12.8%","27.1%",".093",".178",".139",".278",".231",".239",".287","47","-0.5","-9.3","-2.3","-0.7","18136"
"Gilberto Celestino","MIN","23","62","2","7","3","0","4.8%","22.6%",".153",".140",".136",".177",".288",".201",".241","22","-0.3","-6.3","-3.0","-0.7","20233"
"Curtis Terry","TEX","13","48","0","3","1","0","4.2%","31.3%",".044",".133",".089",".146",".133",".132",".193","-23","0.3","-7.0","-1.9","-0.7","18881"
"Phillip Evans","PIT","76","247","5","23","16","1","11.3%","21.5%",".093",".250",".206",".312",".299",".278",".312","73","0.0","-8.6","-6.9","-0.7","12950"
"Keston Hiura","MIL","61","197","4","16","19","3","7.1%","39.1%",".133",".269",".168",".256",".301",".250","","52","1.3","-10.7","-3.3","-0.8","20003"
"Ryan O'Hearn","KCR","84","254","9","23","29","0","5.1%","28.0%",".144",".277",".225",".268",".369",".274",".293","70","-2.1","-11.5","-4.7","-0.8","16442"
"Franchy Cordero","BOS","48","136","1","12","9","1","5.9%","37.5%",".071",".307",".189",".237",".260",".222","","32","0.6","-10.8","-1.5","-0.8","14567"
"Willians Astudillo","MIN","73","216","7","17","21","0","1.4%","5.6%",".139",".221",".236",".259",".375",".272",".279","70","-3.5","-11.4","-3.9","-0.8","15608"
"Richie Martin","BAL","37","105","1","9","8","0","3.8%","26.7%",".051",".314",".235",".269",".286",".246","","51","-1.7","-8.1","-3.5","-0.8","17736"
"Michael Perez","PIT","70","231","7","19","21","0","8.2%","29.4%",".148",".170",".143",".221",".290",".225",".244","38","-0.5","-18.7","2.5","-0.9","12977"
"Didi Gregorius","PHI","103","408","13","35","54","3","6.1%","16.4%",".160",".217",".209",".270",".370",".275",".273","68","1.5","-14.9","-7.5","-0.9","6012"
"Isan Diaz","MIA","89","277","4","25","17","1","12.3%","26.4%",".088",".256",".193",".293",".282",".253","","60","0.3","-14.0","-4.2","-0.9","17922"
"JaCoby Jones","DET","36","105","2","9","9","2","4.8%","40.0%",".080",".268",".170",".210",".250",".204",".248","24","-0.8","-10.6","-1.9","-0.9","14818"
"Pat Valaika","BAL","91","281","5","17","25","1","5.7%","27.0%",".089",".260",".201",".250",".290",".238","","46","-1.2","-20.0","1.4","-0.9","14885"
"Hunter Dozier","KCR","144","543","16","55","54","5","7.9%","28.4%",".179",".276",".216",".285",".394",".293",".299","82","-1.4","-13.3","-14.3","-0.9","15117"
"David Dahl","TEX","63","220","4","19","18","2","4.5%","26.8%",".112",".269",".210",".247",".322",".246",".296","54","-0.7","-13.1","-3.4","-0.9","13744"
"Ildemaro Vargas","- - -","34","83","0","7","7","1","7.2%","20.5%",".065",".200",".156",".217",".221",".192",".245","15","0.2","-8.8","-3.3","-0.9","13324"
"Luis Rengifo","LAA","54","190","6","22","18","1","4.7%","20.0%",".109",".220",".201",".246",".310",".244",".293","50","1.1","-10.5","-5.4","-0.9","19858"
"Austin Wynns","BAL","45","139","4","14","14","1","5.8%","22.3%",".123",".211",".185",".232",".308",".236","","44","-1.3","-10.8","-3.3","-0.9","15271"
"Robel Garcia","HOU","47","117","1","8","8","0","6.8%","35.9%",".057",".234",".151",".216",".208",".194",".224","20","-0.4","-11.8","-1.5","-0.9","13167"
"Cody Bellinger","LAD","95","350","10","39","36","3","8.9%","26.9%",".137",".196",".165",".240",".302",".237",".281","48","2.1","-21.2","0.1","-1.0","15998"
"Andrew Knizner","STL","63","185","1","18","9","0","10.8%","21.1%",".062",".223",".174",".281",".236",".238",".275","50","-1.5","-13.3","-2.5","-1.0","19514"
"Dominic Smith","NYM","145","493","11","43","58","2","6.5%","22.7%",".119",".298",".244",".304",".363",".291",".324","86","-4.0","-12.7","-13.5","-1.0","15653"
"Domingo Leyba","- - -","34","96","1","6","4","0","8.3%","24.0%",".046",".143",".115",".198",".161",".172",".236","2","-0.6","-12.3","-0.9","-1.0","16404"
"Jahmai Jones","BAL","26","72","0","5","3","1","5.6%","36.1%",".045",".244",".149",".208",".194",".186","","10","0.0","-8.0","-4.6","-1.0","18872"
"Owen Miller","CLE","60","202","4","17","18","2","4.5%","26.7%",".105",".261",".204",".243",".309",".241",".264","49","-2.3","-15.0","-2.1","-1.0","24655"
"Zack Short","DET","61","184","6","21","20","2","12.0%","32.1%",".141",".165",".141",".239",".282",".230","","41","0.1","-13.1","-3.5","-1.0","19562"
"Andrew Knapp","PHI","62","159","2","13","11","0","6.3%","38.4%",".062",".241",".152",".215",".214",".196",".231","17","1.5","-15.2","-0.7","-1.1","14942"
"Gregory Polanco","PIT","107","382","11","38","36","14","9.4%","27.2%",".146",".258",".208",".283",".354",".275",".315","71","1.9","-12.3","-11.5","-1.1","12907"
"Joe Panik","- - -","95","257","3","17","18","2","6.6%","13.2%",".076",".230",".208",".266",".284",".244",".274","51","-2.0","-17.8","-2.7","-1.2","11936"
"Carter Kieboom","WSN","62","249","6","26","20","0","10.0%","24.9%",".111",".258",".207",".301",".318",".275",".299","68","-1.9","-11.9","-8.5","-1.2","19958"
"Clint Frazier","NYY","66","218","5","20","15","2","14.7%","29.8%",".131",".257",".186",".317",".317",".289",".313","82","-2.4","-7.1","-12.8","-1.3","15983"
"Jackie Bradley Jr.","MIL","134","428","6","39","29","7","6.5%","30.8%",".098",".226",".163",".236",".261",".224",".257","35","2.1","-33.1","3.4","-1.5","12984"
